win_point_player,win_reason,ball_types,lose_reason,roundscore_A,roundscore_B
Rasmus Gemke,opponent goes out of bounds,push,goes out of bounds,0,1
Anthony Sinisuka Ginting,wins by landing,rush,opponent wins by landing,1,1
Anthony Sinisuka Ginting,wins by landing,net shot,opponent wins by landing,2,1
Anthony Sinisuka Ginting,opponent goes out of bounds,push,goes out of bounds,3,1
Anthony Sinisuka Ginting,opponent fails to clear the net,return net,fails to clear the net,4,1
Rasmus Gemke,opponent fails to clear the net,return net,fails to clear the net,5,2
Anthony Sinisuka Ginting,opponent hits the net,return net,hits the net,6,2
Rasmus Gemke,wins by landing,wrist smash,opponent wins by landing,6,3
Anthony Sinisuka Ginting,opponent hits the net,smash,hits the net,7,3
Rasmus Gemke,opponent goes out of bounds,drop,goes out of bounds,7,4
Anthony Sinisuka Ginting,wins by landing,smash,opponent wins by landing,8,4
Rasmus Gemke,opponent goes out of bounds,drop,goes out of bounds,8,5
Anthony Sinisuka Ginting,wins by landing,rush,opponent wins by landing,9,5
Anthony Sinisuka Ginting,opponent hits the net,net shot,hits the net,10,5
Anthony Sinisuka Ginting,opponent hits the net,drop,hits the net,11,5
Anthony Sinisuka Ginting,wins by landing,push,opponent wins by landing,12,5
Anthony Sinisuka Ginting,opponent goes out of bounds,clear,goes out of bounds,13,5
Anthony Sinisuka Ginting,opponent goes out of bounds,push,goes out of bounds,14,5
Anthony Sinisuka Ginting,opponent fails to clear the net,return net,fails to clear the net,15,5
Anthony Sinisuka Ginting,wins by landing,net shot,opponent wins by landing,16,5
Anthony Sinisuka Ginting,wins by landing,rush,opponent wins by landing,18,5
Anthony Sinisuka Ginting,opponent hits the net,smash,hits the net,19,5
Anthony Sinisuka Ginting,opponent hits the net,smash,hits the net,20,5
