win_point_player,win_reason,ball_types,lose_reason,roundscore_A,roundscore_B
B,wins by landing,smash,opponent wins by landing,0,1
B,wins by landing,smash,opponent wins by landing,0,2
A,opponent goes out of bounds,push,goes out of bounds,1,2
B,opponent hits the net,drop,hits the net,2,3
A,wins by landing,smash,opponent wins by landing,3,3
B,opponent fails to clear the net,defensive return drive,fails to clear the net,3,4
A,opponent goes out of bounds,push,goes out of bounds,4,4
A,opponent goes out of bounds,lob,goes out of bounds,5,4
A,opponent hits the net,net shot,hits the net,6,4
B,wins by landing,smash,opponent wins by landing,6,5
A,opponent hits the net,net shot,hits the net,7,5
B,opponent goes out of bounds,return net,goes out of bounds,7,6
B,opponent goes out of bounds,lob,goes out of bounds,7,7
A,opponent goes out of bounds,lob,goes out of bounds,8,7
B,opponent goes out of bounds,rush,goes out of bounds,9,8
B,opponent goes out of bounds,clear,goes out of bounds,9,9
A,wins by landing,smash,opponent wins by landing,10,9
B,opponent hits the net,wrist smash,hits the net,10,10
A,opponent goes out of bounds,clear,goes out of bounds,11,10
B,wins by landing,smash,opponent wins by landing,11,11
B,opponent goes out of bounds,lob,goes out of bounds,11,12
B,opponent goes out of bounds,lob,goes out of bounds,11,13
A,opponent hits the net,net shot,hits the net,12,13
A,opponent goes out of bounds,lob,goes out of bounds,13,13
A,wins by landing,smash,opponent wins by landing,14,13
A,wins by landing,smash,opponent wins by landing,15,13
A,opponent fails to clear the net,return net,fails to clear the net,16,13
B,opponent fails to clear the net,return net,fails to clear the net,16,14
A,wins by landing,lob,opponent wins by landing,17,14
A,opponent goes out of bounds,lob,goes out of bounds,18,14
A,unknown,drive,unknown,19,14
B,opponent hits the net,net shot,hits the net,19,15
A,wins by landing,smash,opponent wins by landing,20,15
A,opponent goes out of bounds,push,goes out of bounds,21,15
